"fid","distance","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"L62P-FYB",208073.909032014,51.6243,-1.45,"Denchworth, Berkshire, England",53.4534,-2.083,"Hyde, Cheshire, England"
"L62Q-D71",248814.774757796,49.06,-0.11,"Normandy, France",51.22608,0.75054,"Kent, England, United Kingdom"
"L62X-VD6",140169.757303143,53.0792,-0.9599,"Southwell, Nottinghamshire, England",52.70833,1.03475,"Elsing, Norfolk, England"
"L62Z-6SV",337109.460098499,50.1827,5.5757,"Luxembourg,6980,,Wallonie,BELGIQUE,La Roche-en-Ardenne",49.5,1,"Rouen, Seine-Maritime, Haute-Normandie, França"
"L62Z-S69",128427.091598187,53.5685,-1.268,"Hooton Pagnell, Yorkshire, England",52.4379,-1.6496,"England"
"L631-3K2",1052906.68591839,51.0515,13.74,"Dresden, Dresden, Saxony, Germany",53.95878,-1.08248,"Court of Hill, Nash, Shropshire, England"
"L632-MBT",733139.233961119,52.4379,-1.6496,"England",54.48965,8.87565,"England"
"L636-M48",388548.783500706,55.5,-4.5,"Ayrshire, Scotland",52.4379,-1.6496,"England"
"L63C-KFW",5320092.05796228,52.2751,1.0653,"Suffolk, England",42.37778,-71.0625,"Charlestown, Middlesex, Massachusetts Bay Colony, British Colonial America"
"L63D-1BZ",418851.399688576,53.95878,-1.08248,"Yorkshire, England",50.83102,-4.51284,"Stratton, Cornwall, England"
"L63D-1QP",107642.739229938,52.4379,-1.6496,"England",51.5121,-1.1964,"Aldworth, Berkshire, England"
"L63D-VCJ",221571.084365489,51.2585,-2.3529,"Buckland Dinham, Somerset, England",50.25116,-5.06676,"Cornwall, England"
"L63H-5TT",104291.332095956,51.7039,-0.7024,"Great Missenden, Buckinghamshire, England",52.4379,-1.6496,"England"
"L63R-MSW",162419.028671356,52.979,-0.0235,"Boston, Lincolnshire, England",51.52,-0.04,"Tower Hamlets, London, England, United Kingdom"
"L63Y-R4P",131537.768691023,53.49721,-2.51897,"Leigh, Lancashire, England",52.4379,-1.6496,"Blackrod, Lancashire, England"
"L641-SH3",328771.941461263,55.16843,-1.72568,"Mitford, Northumberland, England",52.67827,0.97259,"Norfolk, England"
"L643-VFC",206601.447179716,53.0619,-1.25331,"Annesley, Nottinghamshire, England",51.28114,-0.40057,"Surrey, England"
"L644-9KH",111854.96125006,50.1022,3.3103,"Esnes, Cambrai, Nord, Hauts-de-France, France",50.4475,1.8338,"Brimeux, Montreuil, Pas-de-Calais, Hauts-de-France, France"
"L644-S48",240160.344988395,53.1004,-2.4439,"Crewe, Cheshire, England",51.9823,0.5903,"Sible Hedingham, Essex, England"
"L64S-W3B",238859.052045994,50.8671,1.8666,"Guînes, Pas-de-Calais, Nord-Pas-de-Calais, France",49.5067,4.4586,"Coucy, Ardennes, France"
"L64T-8MH",1136189.15809852,37.75,14.25,"Sicily, Italy",44.8213,4.4293,"Albon- d'Ardèche, Ardèche, Rhône-Alpes, France"
"L64X-HLV",208853.258646509,52.93435,0.76414,"Burnham Thorpe, Norfolk, England",54.23333,-1.51667,"Carthorpe, Yorkshire, England"
"L64X-K9K",158424.01870791,52.83333,-1.91667,"East Staffordshire, Staffordshire, England",51.91667,-0.13333,"Walkern, East Hertfordshire, Hertfordshire, England"
"L65X-NZV",887593.24100219,32.7667,-79.9667,"Charleston, South Carolina, United States",40.13333,-83.76667,"Champaign, Ohio, United States"
"L669-KLG",101934.266622557,50.8559,-2.1802,"Bryanstone, Dorsetshire, England",51.66666,-1.5,"Bercote, Berkshire, England"
"L669-ZSF",203878.625100137,51.29509,0.66844,"Bicknor, Hollingbourn, Kent, England",52.4379,-1.6496,"England"
"L66C-T4B",209633.377118119,54.98333,-3.41666,"Cockpool, Dumfriesshire, Scotland, United Kingdom",56.81674,-4.18396,"Scotland, United Kingdom"
"L66D-QG7",462152.341838519,49.65789,1.21222,"Beuzeville, Seine-Maritime, Upper Normandy, France",53.58895,-0.94078,"Hatfield, Yorkshire, England"
"L66W-LWH",265596.689672446,52.5634,1.6607,"Belton, Suffolk, England",52.23342,-2.21245,"Worcestershire, England"
"L671-8ZN",114226.270776055,52.64306,-2.71362,"Shropshire, England",53.1065,-4.2305,"Caernarfonshire, Wales"
"L674-JR7",362029.289082342,53.61622,-6.69111,"Meath, Ireland",52.4379,-1.6496,"England"
"L679-7KB",108935.750251029,51.8725,0.15369,"Bishop's Stortford, Hertfordshire, England",50.9303,-0.2701,"Henfield, Sussex, England"
"L679-M38",113178.374413012,52.57322,-2.29242,"Rudge, Shropshire, England",53.5041,-2.9724,"Sefton, Lancashire, England"
"L67M-7B4",189240.593252308,50.766,-2.14508,"Dorset",52.4379,-1.6496,"England"
"L67M-XN9",185685.567748102,52.4379,-1.6496,"England",50.981,-0.3385,"Sussex, England"
"L67M-XXG",107113.121556047,52.4379,-1.6496,"England",53.13333,-0.55,"Coleby, Lincolnshire, England"
"L67T-RTW",377746.215090352,49.6825,1.0934,"Pays de Caux, Seine-Maritime, Upper Normandy, France",46.43276,2.5557,"Caux,Allier,Auvergne,France"
"L67Y-1HM",460042.68812866,49.0645,0.6642,"Saint-Clair-d'Arcey, Eure, Normandy, France",53.15812,-0.23925,"Lincolnshire, England"
"L683-PQF",146703.519543606,52.69165,1.3461,"Crostwick, Norwich, Norfolk, England",52.275,-0.707,"Great Doddington, Wellingborough, Northampton, England"
"L68D-VD6",101338.432086887,52.4379,-1.6496,"England",51.7045,-0.7722,"Great Hampden, Buckinghamshire, England, United Kingdom"
"L68N-7KQ",587703.022258231,45.1358,5.8212,"Dauphiné, France",49.9167,2.5,"Somme, Picardie, France"
"L68W-8MG",111476.393515673,51.43866,-1.54273,"Littlecote Manor, Chilton Foliat, Wiltshire, England",52.4379,-1.6496,"England, United Kingdom"
"L68W-KR5",148971.364699872,52.4379,-1.6496,"England",51.7,0.16667,"North Weald, Essex, England"
"L68W-LTX",109235.032031222,50.5642,-4.2482,"Sydenham Damerel, Tavistock, Devonshire, England, United Kingdom",51.133,-2.9817,"Sydenham, Somerset, England, United Kingdom"
"L68Y-W73",143953.981298133,42.512,-70.908,"Salem, Massachusetts Bay Colony, British Colonial America",42.32558,-72.64143,"Northampton, Massachusetts Bay Colony, British Colonial America"
"L68Z-527",736071.32799052,35.65,-80.5167,"Rowan, North Carolina, British Colonial America",35.43917,-88.64139,"Henderson, Chester, Tennessee, United States"
"L693-WDV",194732.877935753,54.51666,-1.26666,"Stainsby, Derbyshire, England",52.78322,-0.86985,"Melton Mowbray, Leicestershire, England"
"L694-38V",167530.68869928,52.45581,-1.21148,"Lutterworth, Leicestershire, England, United Kingdom",53.95878,-1.08248,"Yorkshire, England"
"L697-TLW",184632.55366775,50.90492,-0.6285,"Chichester, Sussex, England",52.4379,-1.6496,"England"
"L698-L5W",173712.633821894,52.4379,-1.6496,"England",53.95887,-1.06697,"York, Yorkshire, England"
"L698-MTN",207581.282574814,51.9371,1.2805,"Harwich, , Essex, England",52.4379,-1.6496,"England"
"L69F-8R4",220936.518732325,43.4997,-8.2143,"Trasancos, Ferrol, A Coruña, Galicia, Spain",41.515,-8.2074,"Pereira, Braga, Portugal"
"L69K-7FT",173474.549271006,53.95878,-1.08248,"Yorkshire, England",52.4379,-1.6496,"England"
"L69K-7ZB",508709.971341306,52.6293,1.2917,"Norwich, Norfolk, England",48.2531,-0.7776,"Placé, Mayenne, Pays de la Loire, France"
"L69K-LKP",173474.549271006,53.95878,-1.08248,"Yorkshire, England",52.4379,-1.6496,"England"
"L69K-RTZ",176481.98077863,53.40914,-2.1595,"Stockport, Cheshire, England",52.018,-0.9042,"Thornton, Buckinghamshire, England"
"L69K-S21",340096.450000579,50.25116,-5.06676,"Cornwall, England",52.4379,-1.6496,"England"
"L6B2-X1D",720692.087199781,53.95828,-0.82429,"Bolton, Yorkshire, England",47.5039,-0.0245,"Baugé, Anjou, France"
"L6BB-Y6Q",389446.269524995,47.81,-2.3834,"Malestroit, Vannes, Morbihan, Bretagne, France",46,2,", , , France"
"L6BG-CG2",172154.89487951,53.91446,-0.88231,"Woodhouse, Yorkshire, England, United Kingdom",52.4379,-1.6496,"England, United Kingdom"
"L6BJ-XCX",188172.507741723,53.14,-0.81,"Cromwell, Nottinghamshire, England",51.9693,-2.8158,"Kilpeck, Herefordshire, England"
"L6BJ-ZN5",169665.531457718,53.15812,-0.23925,"Lincolnshire, England, United Kingdom",54.5871,-1.1385,"North Riding, Yorkshire, England"
"L6BK-HXN",321221.036128387,50.736,-2.4848,"Bradford Peverell, Dorset, England",53.61445,-2.15407,"Rochdale, Lancashire, England"
"L6C1-QMY",150881.582758101,37.5,-78.5,"Virginia, British Colonial America",36.72,-77.11,"Southampton, Virginia, United States"
"L6CP-GX5",160857.323217135,53.21667,-4.1,"Llandygai, Caernarvonshire, Wales",51.86109,-4.92292,"Pembrokeshire, Wales"
"L6CP-HQH",208520.627817133,52.4379,-1.6496,"England",51.213,0.6437,"Ulcombe, Kent, England"
"L6CZ-LV3",212828.507453356,50.9951,-3.6747,"Wadham Manor, Knowstone, North Devon district, Devonshire, England, United Kingdom",52.4379,-1.6496,"England"
"L6DP-PPD",147098.066869961,52.6075,-1.2988,"Peckleton, Leicestershire, England",51.7835,0.3866,"Mashbury, Essex, England"
"L6DY-TC3",151461.827753286,52.71389,-1.10152,"Leicestershire, England",51.3615,-0.8588,"Finchampstead, Berkshire, England"
"L6DY-Y6P",152223.373301942,52.4379,-1.6496,"England, United Kingdom",52.84471,0.502,"Dersingham, Norfolk, England, United Kingdom"
"L6DY-YZF",139043.128024925,52.71389,-1.10152,"Pakenham Place, Kirby Mallory, Leicestershire, England, United Kingdom",52.30147,0.83561,"Ixworth, Suffolk, England, United Kingdom"
"L6F2-3X7",370171.748349907,48.0975,-2.5483,"La Trinité-Porhoët, Morbihan, Bretagne, France",48.8667,2.3333,"Paris, Île-de-France, France"
"L6F7-9Q8",101074.930233035,54.2334,-1.3417,"Thirsk, Yorkshire, England",53.72892,-0.05788,"Halsham, Yorkshire, England"
"L6F7-CWC",312523.0010888,53.51667,-1.22925,"High Melton, Yorkshire, England",50.766,-2.14508,"Castle, Dorset, England"
"L6FL-QH7",124249.296225384,53.15812,-0.23925,"Welles, Lincolnshire, England",52.4379,-1.6496,"England"
"L6FQ-RC4",212329.936886062,51.16236,-0.275,"Ashstead and Newdigate, Surrey, England",52.77951,-1.91711,"Brocton in Baswich, Staffordshire, England"
"L6FV-4L1",142330.921427485,53.02384,-1.06771,"Woodborough, Nottinghamshire, England",52.0226,0.2393,"Saffron Walden, Essex, England"
"L6G6-BHK",371652.514757959,53.15812,-0.23925,"Lincolnshire, England",49.922,1.0816,"Dieppe, Seine-Maritime, Upper Normandy, France"
"L6G9-BMK",106204.073197335,52.33022,-3.76641,"Wales",53.21667,-3.18333,"Halkyn, Flintshire, Wales"
"L6GG-JB5",208077.013101469,51.38311,-2.03833,"Bromham, Wiltshire, England",51.7999,-4.9715,"Haverfordwest, Pembrokeshire, Wales"
"L6GG-VMP",216776.575431162,51.38311,-2.03833,"Bromham, Wiltshire, England",51.85,-5.08333,"Roch Castle, Pembrokeshire, Wales"
"L6GP-8HR",132986.251603477,52.06667,-0.78333,"Haversham, Buckinghamshire, England",51.3786,-2.3599,"Bath, Somerset, England"
"L6GQ-249",337321.846594389,53,-8,"Ireland",54.4813,-3.5289,"Egremont, Cumberland, England"
"L6GQ-KT5",169889.533832061,54.4813,-3.5289,"Egremont, Cumberland, England",53.9619,-1.0742,", York, England"
"L6GW-V4M",138598.84888301,52.1744,-0.88,"Courteenhall, Northamptonshire, England",50.95,-0.51667,"Cowford, Pulborough, Sussex, England"
"L6H6-3N7",149243.60828652,53.77847,-1.62123,"Farnley, Yorkshire, England, United Kingdom",52.4379,-1.6496,"England"
"L6H6-8D4",187020.885403099,52.482,-1.588,"Fillongley, Warwickshire, England",52.41667,1.16667,"Gissing, Norfolk, England"
"L6H6-W7K",430278.439863683,54.1881,-3.131,"Pennington, Lancashire, England",51.28084,1.07904,"Canterbury, England"
"L6H7-391",351287.001441002,54.0474,-2.8016,"Lancaster, Lancashire, England",52.1,1.33333,"Retreat, Suffolk, England"
"L6HC-9NY",147994.377003918,50.828,-4.2462,"Bradford, Devonshire, England",50.766,-2.14508,"Burdolston, Dorset, England"
"L6HC-9WK",148207.84611196,50.766,-2.14508,"Burdolston, Dorset, England",50.8435,-4.2483,"Bradford Holsworthy, Devonshire, England"
"L6HC-G27",177376.717514925,53.36667,-1.41667,"Manor, Yorkshire, England",52.67827,0.97259,"Bellet, Norfolk, England"
"L6HC-G5C",280765.821467622,50.766,-2.14508,"Werdford, Dorset, England",52.65959,0.54463,"Manor Marham, Norfolk, England"
"L6HW-39M",160786.561859376,53.7806,-2.5365,"Osbaldeston, Lancashire, England",52.4379,-1.6496,"England"
"L6HZ-ZCN",260366.341913247,52.4379,-1.6496,"England",54.7764,-1.5757,"Durham, Durham, England"
"L6J4-L6N",159542.333215528,53.36667,-1.41667,"Manor, Yorkshire, England",51.9647,-0.926,"Adstock Manor, Buckinghamshire, England"
"L6J4-LV7",150230.316345804,52.60602,0.4352,"Crimplesham, Norfolk, England",53.36667,-1.41667,"Manor, South Yorkshire, England"
"L6J6-TDG",561577.887128574,47.5524,7.7912,"Rheinfelden, Aargau, Schweiz",50.08679,14.42065,"Prag, Böhmen, Heiliges Römisches Reich"
"L6J8-K1B",5241951.93836082,53.95878,-1.08248,"Yorkshire, England",42.1,-72.55,"Springfield, Hampshire, Massachusetts, British Colonial America"
"L6JD-PVG",547791.291788659,53.1847,-3.4228,"Dyffryn Clwyd, Denbighshire, Wales",49.9167,2.5,"Somme, Picardie, France"
"L6JG-1QW",114578.708496156,52.4379,-1.6496,"England",53.1279,-2.9124,"Pulford, Cheshire, England"
"L6JG-G12",396171.663263798,52.98333,-0.4,"Sleaford, Lincolnshire, England",49.9167,2.5,"Somme, Picardie, France"
"L6JH-5C2",289685.573002476,52.74921,0.57784,"Gayton, Norfolk, England",50.766,-2.14508,"Dorset, England"
"L6JJ-XLY",213410.250050901,54.28333,-1.26667,"Kirby Knowle, Yorkshire, England",52.3865,-1.7324,"Knowle, Warwickshire, England"
"L6JK-8N8",307352.659647332,52.3608,-1.0773,"Winwick, Northamptonshire, England",54.893,-2.934,"Carlisle, Cumberland, England"
"L6JR-XDF",168401.558295743,52.35,-0.85,"Northamptonshire, England",53.841,-0.424,"Beverley, Yorkshire, England"
"L6JV-6ZR",148560.28747521,52.4379,-1.6496,"England, United Kingdom",51.5128,-0.088,"City of London, England"
"L6JV-CNK",6193020.94106607,52.1551,-0.7014,"Olney, Buckinghamshire, England",36.06667,-79.11667,"Orange, North Carolina, British Colonial America"
"L6JW-YXY",109678.621378574,50.73646,-3.71887,"Devon, England",50.25116,-5.06676,"Thuborough Estate, Cornwall, England"
"L6JX-4R4",102207.693458326,52.1223,1.0722,"Baylham, Suffolk, England",51.22608,0.75054,"Brockhill at Saltwood, Shepway, Kent, England"
"L6K5-H56",265752.69998912,50.73646,-3.71887,"Challons Leigh, Devon, England",51.51,-0.12,"London, Middlesex, England"
"L6KK-BW5",2068458.11771235,55.55,-3.83333,"Douglas Castle, Lanarkshire, Scotland",36.9833,-4.9184,"Teba, Málaga, Andalucía, Spain - killed in battle"
"L6KK-Y69",126192.363781446,55.83,-3.083,"Midlothian, Scotland",56.91667,-2.5,"Kincardineshire, Scotland"
"L6KR-TGH",404126.750382911,56.3383,-6.4027,"Iona, Argyllshire, Scotland",53.2362,-3.1291,"Flintshire, Wales"
"L6KS-65K",143446.317432511,51.17782,-2.0857,"Heytesbury, Wiltshire, England",52.4379,-1.6496,"England"
"L6KZ-5PF",220268.867589994,52.95,-2.45,"Bellaport, Shropshire, England",51.0119,-3.0977,"Taunton, , Somerset, England"
"L6KZ-TT4",300043.559598381,53.43682,-2.55943,"Croft, Lancastershire, England",50.7418,-2.4921,"Stratton, Dorset, England, United Kingdom"
"L6L2-JJB",2133403.05681163,46.9658,-94.8393,"Nevis, Hubbard, Minnesota, United States",45.63889,-122.66028,"Vancouver, Clark, Washington, United States"
"L6L7-14R",105910.687872109,55.8661,-4.2531,"Glasgow, Lanarkshire, Strathclyde, Scotland, United Kingdom",56.81674,-4.18396,"Scotland, Scotland, United Kingdom"
"L6L8-R1M",129847.145371723,53.6,-1.81667,"South Crosland, Yorkshire, England",52.4379,-1.6496,", , , England"
"L6LG-24K",275666.700262401,52.3161,-2.861,"Wigmore, Herefordshire, England",52.0543,1.1559,"Ipswich, Suffolk, England"
"L6LM-K9T",119609.548156326,52.979,-0.0235,"Boston, Lincolnshire, England",52.68333,-1.73333,"Fisherwick, Staffordshire, England"
"L6LN-HP6",280276.778106898,53.28333,-3.05,"Leighton by Neston, Cheshire, England",51.51,-0.12,"London, England"
"L6LN-MMD",437304.704888529,53.98333,-1.46666,"Plumpton in Spofforth, Yorkshire, England",50.3902,-4.0594,"Plympton, Devon, England, United Kingdom"
"L6LP-Q85",5246350.14057121,52.03,-0.2856,"Henlow, Bedfordshire, England",41.88333,-70.63333,"Plymouth, Plymouth Colony, British Colonial America"
"L6LQ-3CG",882683.74394174,41.50056,-81.16667,"Geauga, Ohio, United States",42.9308,-91.705,"Brainard, Fayette, Iowa, United States"
"L6LQ-3HW",5991901.36643447,53,-8,"Ireland",42.8622,-91.887,"Randalia, Fayette, Iowa, United States"
"L6LQ-4KB",769434.537072163,58.9676,-3.2115,"Ireland, United Kingdom",52.94472,-9.29222,"Ennistimon, County Clare, Ireland, United Kingdom"
"L6LW-6TT",2384373.60046539,40.60833,-93.95944,"Brainard Township, Fayette, Iowa",45.63889,-122.66028,"Vancouver, Clark, Washington, United States"
"L6LW-KXL",219689.086038833,54.9953,-2.1423,"Brokenhaugh, Warden, Northumberland, England",53.0218,-2.145,"Bucknall, Staffordshire, England"
"L6LY-YZR",127535.058524604,56.644,-2.8893,"Forfar, Angus, Scotland, United Kingdom",55.5,-3,"Selkirkshire, Scotland"
"L6LZ-D5F",213192.101072233,51.22608,0.75054,"Kent, England",52.4379,-1.6496,"England"
"L6LZ-KXQ",175830.195040438,52.7049,0.912,"Mitford, Norfolk, England",52.4379,-1.6496,"England"
"L6LZ-Y6W",263564.949411375,52.7904,-0.1538,"Spalding, Lincolnshire, England",54.6,-2.73333,"Lowther Castle, Westmorland, England"
"L6MC-WDY",111410.012383785,52.4286,1.3963,"Flixton, Suffolk, England",51.9256,-0.0147,"Westmill, Hertfordshire, England"
"L6MC-WZP",368574.731933453,44.3333,0.5,"Aquitaine,,Lot-et-Garonne,,FRANCE,",47.5939,1.3281,"Blois,,Loir-et-Cher,CENTRE-VAL de LOIRE,FRANKREICH,"
"L6MJ-KKC",157634.9310622,53.79254,-0.66836,"North Cave, East Riding of Yorkshire Unitary Authority, East Riding of Yorkshire, England",52.4043,-1.1336,"Stanford on Avon, Northamptonshire, England, United Kingdom"
"L6MN-76J",183647.038386731,53.15812,-0.23925,"Lincolnshire, England, United Kingdom",51.51,-0.12,"London, England, United Kingdom"
"L6MN-S3Y",335111.595823906,43.604,1.443,"Toulouse, Haute-Garonne, Occitane, France.",45.3497,4.8809,"Anjou, Isere, Rhone-Alpes, France."
"L6MQ-B6V",200846.771175665,53.2844,-3.84714,"Conwy, Caernarfonshire, Wales",52.94711,-0.89384,"Whatton, Nottinghamshire, England"
"L6MQ-VN9",219488.113172868,51.9948,-1.4821,"Hook Norton, Oxfordshire, England",52.385,1.6708,"Wrentham, Suffolk, , England"
"L6MX-PDJ",293382.861293331,53.418,-1.0775,"Harworth, Bassetlaw District, Nottinghamshire, England",50.81823,-0.37275,"Worthing, Broadwater, Sussex, England"
"L6NB-FPK",107574.273228195,53.8395,-1.0998,"Kelfield, North Yorkshire, England",54.76667,-1.56667,"Durham, Durham, England"
"L6NG-CS8",173474.549271006,53.95878,-1.08248,"Yorkshire, England",52.4379,-1.6496,"England"
"L6NK-9BD",1224500.04003025,48.8023,2.1296,"Versailles, Seine-et-Oise, France",47.1939,18.4243,"Székesfehérvár, Fejér, Hungary"
"L6NM-3WL",308093.842294164,53.2694,-2.6718,"Kingsley, Cheshire, England",52.2019,1.5464,"Knodishall, Suffolk, England"
"L6P1-YL6",100333.526206615,53.781,-1.058,"Selby, Yorkshire, England, United Kingdom",53.2635,0.1833,"Alford, Lincolnshire, England"
"L6P5-DPH",150538.009883163,53.635,-2.8158,"Whitehill, Rufford, West Lancashire district, Lancashire, England",54.7764,-1.5757,"Durham, Durham unitary authority, Durham, England"
"L6P5-G1X",474611.629739514,53.21899,16.39223,"Kreis, Karlsruhe, Baden-Wuerttemberg, Preußen",51.5,10,"Germany"
"L6P5-PMJ",727598.295443418,53.21899,16.39223,"Kreis, Karlsruhe, Baden-WuerttUemberg, Preußen",49.0122,8.4095,"Karlsruhe, Karlsruhe, Baden-Württemberg, Germany"
"L6PK-M4M",112064.955203793,55.8299,-4.5428,"Cochrane, Renfrew, Scotland",56.81674,-4.18396,"Scotland, United Kingdom"
"L6PP-3G1",206500.388291268,53.48333,-1.23333,"Conisbrough Castle, Yorkshire, England",51.8888,0.3308,"Little Easton, Essex, England"
"L6PY-FLG",165647.608146206,53.15812,-0.23925,"Lincolnshire, England, United Kingdom",51.6717,-0.353,"Aldenham, Hertfordshire, England, United Kingdom"
"L6PZ-C6D",100089.653308624,53.2229,-2.5164,"Moulton, Cheshire, England",53.11546,-1.02722,"Nottinghamshire, England"
"L6Q9-RL3",342588.119476996,52.2751,1.0653,"Suffolk, England",54.7505,-2.0115,"Woodcroft, Stanhope, County Durham"
"L6QL-6DC",173474.549271006,52.4379,-1.6496,"England",53.95878,-1.08248,"Yorkshire, England"
"L6QN-4F1",955712.563899248,41.9051,12.4971,"Rome, Roma, Lazio, Italy",46,2,"Francia"
"L6QN-4PJ",1218011.51186068,48.3942,4.5259,"Brienne-le-Chateau, Aube, Champagne-Ardenne, France",41.25,16.25,"Puglia, Italy"
"L6QQ-8FP",189324.051083247,57.68333,-2.81667,"Cullen, Banffshire, Scotland",56.0903,-3.9072,"Bannockburn, Stirlingshire, Scotland"
"L6QT-24X",121804.158284109,51.68333,-3.88333,"Glais, Glamorgan, Wales",51.88419,-2.14462,"Strogoil St Kenemarco Parva Tinterna, Gloucestershire, England"
